DateTime,AddedIPs,RemovedIPs
1608258337,4,8
1608258872,5,6
1608261936,37,8
1608262474,15,8
1608266078,36,20
1608269133,18,8
1608271846,13,19
1608273929,19,24
1608275751,141,15
1608276873,126,20
1608279932,501,34
1608281433,10,38
1608283293,17,11
1608284071,15,19
1608286648,27,14
1608287669,6,15
1608291266,29,26
1608292586,7,8
1608293853,12,12
1608294867,0,2660
1608297927,2665,0
1608299430,15,55
1608302065,19,116
1608303371,7,1
1608305137,15,13
1608305668,0,8
1608306783,4,3
1608308045,8,6
1608309264,6,9
1608310510,13,4
1608312868,28,16
1608315593,23,14
1608316471,5,7
1608317957,3,13
1608319529,16,1
1608320067,3,92
1608321438,14,52
1608323129,16,79
1608323664,7,8
1608324872,8,2
1608326494,6,6
1608327268,4,5
1608330870,19,12
1608332221,15,4
1608334470,24,6
1608337263,13,11
1608338076,4,7
1608341671,14,15
1608345272,11,22
1608347325,13,12
1608348874,10,19
1608351786,22,11
1608352474,1,10
1608353617,6,7
1608356073,18,18
1608358106,18,12
1608360631,30,21
1608361840,142,12
1608363269,14,13
1608364980,0,2537
1608366868,2556,0
1608369034,15,19
1608370468,7,9
1608371723,4,5
1608373532,12,17
1608375035,11,21
1608377664,19,35
1608380423,24,16
1608381269,2,22
1608384336,3,21
1608385629,9,22
1608388467,22,18
1608391526,11,17
1608392874,12,16
1608395669,18,20
1608399271,16,24
1608402863,15,19
1608405927,23,6
1608407137,7,16
1608410075,514,52
1608411742,418,164
1608413134,6,6
1608414573,14,21
1608417257,0,3172
1608419940,3221,0
1608420879,163,11
1608423470,468,22
1608424476,9,19
1608425610,7,4
1608426916,8,11
1608428178,6,5
1608431665,23,27
1608433403,11,18
1608434735,3,2
1608436264,4,8
1608438872,15,14
1608441151,21,9
1608442469,6,10
1608446070,38,58
1608449664,66,600
1608452732,16,17
1608453268,5,9
1608456865,34,33
1608457982,11,9
1608459445,11,10
1608460466,40,11
1608462248,58,5
1608463526,9,1
1608465028,15,12
1608466460,0,3343
1608467586,3335,0
1608470371,19,11
1608471648,15,13
1608474333,7,7
1608475624,5,20
1608478468,12,20
1608479682,5,4
1608481173,7,5
1608482071,7,10
1608485671,21,43
1608486942,12,4
1608488729,11,11
1608489264,6,12
1608490479,5,9
1608492333,9,20
1608493484,7,20
1608496469,481,22
1608498139,602,9
1608500073,9,15
1608501443,6,10
1608503125,29,14
1608503673,19,14
1608506733,37,12
1608508220,7,11
1608510200,9,4
1608510865,3,9
1608513817,0,4356
1608514476,4341,0
1608515855,8,4
1608517507,0,4345
1608518072,4340,0
1608521133,20,9
1608521672,3,7
1608523168,4,4
1608524383,9,2
1608525275,4,13
1608527599,11,11
1608529000,10,11
1608530456,12,104
1608531927,20,1
1608532471,3,22
1608533626,8,4
1608535269,14,13
1608536069,4,29
1608537350,4,4
1608538484,7,11
1608539648,0,4228
1608542370,4234,0
1608543266,3,14
1608544531,13,4
1608546331,12,12
1608547843,13,14
1608549666,19,14
1608550467,8,11
1608552343,21,7
1608553529,11,1
1608555024,0,4257
1608557671,4249,0
1608558955,8,3
1608560729,12,12
1608562103,7,22
1608564864,0,4239
1608566209,4235,0
1608567929,19,7
1608568468,4,13
1608569737,8,5
1608570883,10,8
1608572072,10,12
1608573345,10,3
1608575135,9,6
1608575668,6,11
1608578380,21,7
1608579977,9,311
1608581309,9,518
1608582986,554,28
1608584811,610,14
1608586470,8,24
1608587927,4,9
1608589529,9,2
1608591029,10,241
1608592942,9,304
1608593668,2,60
1608595787,9,16
1608597271,9,12
1608598654,7,4
1608600330,9,5
1608600867,5,11
1608604467,24,29
1608606176,11,6
1608607533,9,0
1608609029,11,15
1608610314,13,6
1608611680,8,6
1608613832,22,13
1608615500,10,26
1608617575,21,57
1608618874,8,9
1608622472,30,18
1608624186,20,13
1608626070,10,33
1608627234,7,4
1608628546,13,11
1608629671,8,32
1608631176,10,56
1608632509,9,2
1608633274,2,8
1608634555,7,5
1608636865,13,25
1608638908,12,14
1608640691,10,14
1608643533,12,12
1608644067,3,18
1608645530,2,8
1608646901,3,1
1608647670,6,10
1608648882,8,7
1608650001,10,9
1608651349,16,13
1608652466,11,5
1608653796,4,12
1608654868,8,10
1608656353,12,29
1608657933,5,4
1608658472,5,7
1608659578,0,3810
1608661083,3818,0
1608662070,6,8
1608665664,27,414
1608667799,20,639
1608669272,12,12
1608671264,0,2810
1608672912,2815,0
1608675561,25,50
1608676466,9,5
1608679099,34,11
1608680067,9,4
1608682052,19,9
1608684773,22,12
1608686731,21,4
1608688232,9,10
1608690028,14,10
1608690873,7,14
1608692095,14,2
1608693764,9,9
1608694466,7,8
1608696999,13,14
1608698071,7,13
1608699214,6,1
1608701667,14,29
1608703405,19,12
1608705270,18,13
1608706439,4,5
1608708329,37,8
1608708870,7,9
1608711723,31,10
1608712471,0,2908
1608713675,2906,0
1608715530,14,10
1608716935,9,27
1608718462,16,15
1608719666,11,10
1608721054,16,10
1608722370,12,12
1608723268,5,15
1608724587,6,6
1608726188,14,8
1608726867,4,11
1608728686,19,13
1608730465,17,13
1608731722,16,4
1608733265,12,5
1608734612,0,2918
1608735851,2919,0
1608737669,22,10
1608739862,15,11
1608741265,14,10
1608742542,15,0
1608744868,39,23
1608746994,37,21
1608748320,10,0
1608749429,9,12
1608752070,23,141
1608755013,22,1024
1608756631,16,40
1608759273,26,10
1608760765,8,10
1608762296,12,0
1608764353,15,15
1608765566,10,1
1608766472,4,8
1608768640,24,10
1608770065,12,8
1608772836,25,11
1608773669,6,12
1608776127,13,16
1608777269,7,10
1608780332,15,13
1608781904,8,17
1608783670,6,12
1608784472,3,11
1608787161,8,7
1608788072,6,12
1608789802,4,8
1608791671,5,15
1608793578,7,14
1608795273,10,14
1608798327,21,10
1608799810,18,12
1608801220,16,11
1608803432,18,16
1608804793,7,6
1608805917,13,10
1608807224,6,5
1608808989,13,5
1608810636,16,16
1608813269,18,21
1608815300,25,5
1608816866,42,6
1608819019,37,7
1608820472,10,13
1608823533,16,8
1608824941,3,12
1608827668,11,13
1608829063,8,3
1608830731,11,8
1608832550,4,13
1608834330,5,4
1608834872,3,8
1608836542,13,13
1608838470,12,11
1608840425,17,12
1608842071,113,20
1608844095,154,27
1608845672,5,21
1608849264,18,39
1608852871,136,27
1608855591,302,25
1608860076,22,34
1608862891,7,16
1608863671,2,9
1608867274,13,23
1608870881,15,15
1608872278,2,4
1608873935,11,7
1608874470,3,7
1608877535,16,22
1608879573,10,25
1608880966,8,2
1608881667,4,7
1608883166,4,10
1608884732,6,0
1608886235,9,13
1608888866,13,17
1608891053,6,14
1608892479,9,13
1608894880,18,5
1608896071,4,17
1608899670,12,24
1608902270,12,20
1608905873,15,22
1608907201,8,23
1608908869,21,7
1608910464,15,16
1608913529,11,14
1608914754,13,38
1608916565,7,19
1608917671,9,26
1608919481,10,10
1608920736,13,1
1608922228,9,34
1608923856,10,10
1608925832,8,17
1608928473,494,28
1608931539,858,18
1608933031,339,36
1608935669,191,55
1608937364,4,29
1608939268,4,24
1608941749,10,15
1608942869,21,22
1608946474,14,45
1608949353,12,14
1608950070,4,15
1608953136,36,15
1608954636,10,16
1608956731,12,16
1608957852,4,18
1608960869,14,22
1608962623,8,18
1608963935,3,1
1608965430,3,22
1608966718,57,16
1608968066,7,29
1608971675,24,64
1608975267,18,46
1608978331,6,23
1608979689,3,26
1608982467,11,34
1608984239,6,23
1608986067,9,36
1608988912,12,70
1608989668,4,19
1608992730,19,16
1608996235,51,23
1608996869,3,24
1608998057,12,0
1608999571,13,10
1609000468,8,14
1609001695,5,13
1609003530,9,6
1609005029,15,17
1609007672,21,20
1609009731,18,9
1609011271,27,62
1609014332,263,133
1609015472,229,22
1609018476,210,47
1609019649,10,7
1609021214,0,4220
1609022067,4132,0
1609023450,9,58
1609025134,11,226
1609026631,8,13
1609029272,22,19
1609031008,18,15
1609032331,7,2
1609035931,18,25
1609036468,3,8
1609039533,12,18
1609040079,4,3
1609042863,16,11
1609043668,2,13
1609047269,20,35
1609048648,8,9
1609050121,0,3835
1609050869,3823,0
1609053926,20,13
1609054465,4,12
1609058072,17,25
1609059232,18,5
1609061129,41,7
1609061673,11,10
1609065269,60,24
1609068869,39,27
1609071090,18,18
1609072468,8,13
1609076072,17,20
1609079129,25,25
1609080318,6,19
1609081867,12,13
1609083273,9,11
1609084375,16,11
1609085974,17,8
1609086867,11,13
1609088046,11,8
1609089418,18,10
1609090472,18,24
1609091943,0,3903
1609093532,3944,0
1609094065,3,7
1609096607,24,10
1609097668,6,10
1609099368,23,18
1609100537,14,0
1609101268,8,524
1609103410,22,1083
1609104865,302,72
1609107933,0,2622
1609108470,2622,0
1609112072,53,34
1609113289,17,6
1609114699,0,2652
1609115667,2652,0
1609119276,41,25
1609122872,43,47
1609125938,23,15
1609127429,12,22
1609130074,0,2662
1609133673,2668,0
1609134881,7,3
1609136733,10,27
1609137273,5,26
1609140868,48,15
1609142693,20,14
1609144471,25,6
1609146134,16,10
1609147530,31,0
1609149027,11,3
1609150680,31,5
1609152639,21,12
